run_id,dataset,model,opt_out,seed,graph_seed,source,step,group,metric,statistic,value,unit,steps,enforce_demographic_mixing,k_same,k_other,directed,decision_coef,repayment_coef,eps,base_s0,base_s1,test_n,test_initialization_seed,n_seeds,seeds,std_ddof,network,training_network,evaluation_network,n_valid_seeds,fairness_denominator_clip,decision_policy,fairness_policy
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,1,all,short_fairness,value,0.0080164275463953105,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,1,all,long_fairness,value,0.0022804378935982195,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,2,all,accuracy,value,0.99099999999999999,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,2,all,short_fairness,value,0.0074359756856551273,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,2,all,long_fairness,value,0.0037867876289960911,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,3,all,accuracy,value,0.98399999999999999,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,3,all,short_fairness,value,0.0068866456040054258,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,3,all,long_fairness,value,0.0019350486949153423,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,4,all,accuracy,value,0.98099999999999998,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,4,all,short_fairness,value,0.0063833688574320702,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,4,all,long_fairness,value,0.0040194065886414165,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,5,all,accuracy,value,0.98699999999999999,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,5,all,short_fairness,value,0.0059192145950703878,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,diagnostic_direct_reference_policy_initial_cohort,5,all,long_fairness,value,0.0060522087242488309,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,2026,2026,final_retention_disparity,,all,disparity,value,0.59999999999999432,percentage_points,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,7,7,final_retention_disparity,,all,disparity,value,1,percentage_points,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,13,13,final_retention_disparity,,all,disparity,value,0.59999999999999432,percentage_points,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,42,42,final_retention_disparity,,all,disparity,value,0.79999999999999716,percentage_points,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,99,99,final_retention_disparity,,all,disparity,value,0.39999999999999147,percentage_points,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,,,final_retention_disparity,,all,disparity,mean,0.6799999999999955,percentage_points,5,True,8,2,False,1,1,0.5,0,0,1000,2027,5,"[2026, 7, 13, 42, 99]",0,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,Baseline,True,,,final_retention_disparity,,all,disparity,std,0.20396078054371428,percentage_points,5,True,8,2,False,1,1,0.5,0,0,1000,2027,5,"[2026, 7, 13, 42, 99]",0,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
20260918T145630_180390Z_52d76d,Base,LCF-full,True,2026,2026,diagnostic_direct_reference_policy_initial_cohort,1,all,accuracy,value,0.97999999999999998,fraction,5,True,8,2,False,1,1,0.5,0,0,1000,2027,,,,,,,,,Bernoulli(model_probability),"direct simulation; policy S=0 at all steps; terminal A*p(0,X)"
